donation_id,donor_id,campaign_id,donation_date,amount,method,status,first_name,last_name,email,gender,join_date,alumni_status,total_gifts,donor_tier,name,type,start_date,manager,end_date,goal_amount,donation_month,donation_year,percent_of_goal,donation_success_flag
DON00097,D0986,CAMP013,2025-03-06,1564.24,Online,Failed,Emily,Andrews,sgutierrez@yahoo.com,Other,2023-06-01,False,4420.8,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2025-03,2025,1.0828262690451962,0
DON00098,D0563,CAMP005,2021-03-24,3624.05,Cash,Refunded,Morgan,Martin,jody20@yahoo.com,Other,2025-01-31,True,6655.92,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2021-03,2021,1.9116002574084037,0
DON00099,D0433,CAMP018,2023-07-30,2178.27,Cash,Failed,Katherine,Perez,ahendricks@hotmail.com,Male,2024-12-21,False,9726.98,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2023-07,2023,7.981642299659228,0
DON00100,D0923,CAMP003,2021-02-23,852.14,Cash,Completed,Christina,Brown,petersenmary@hutchinson.com,Male,2021-08-11,True,6522.93,Gold,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2021-02,2021,1.7959071845560497,1
DON00101,D0900,CAMP019,2021-08-08,349.5,Credit Card,Refunded,Cynthia,Hansen,adam54@yahoo.com,Male,2022-09-12,True,6407.97,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2021-08,2021,0.5195249208449154,0
DON00102,D0413,CAMP019,2022-04-08,2043.45,Credit Card,Failed,Ebony,Gray,christopher04@young.com,Other,2022-03-16,False,219.96,Bronze,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2022-04,2022,3.0375484964250146,0
DON00103,D0234,CAMP007,2020-10-01,3478.4,Online,Failed,Rachel,Washington,richard14@cardenas.com,Male,2024-09-05,False,4761.4,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2020-10,2020,5.795208423578021,0
DON00104,D0284,CAMP004,2020-09-19,1043.59,Cash,Refunded,Darlene,Stephens,hjones@gmail.com,Other,2020-07-05,True,6981.02,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2020-09,2020,0.42392028467437926,0
DON00105,D0185,CAMP014,2021-07-27,2175.29,Check,Failed,Willie,Matthews,seantaylor@patrick.com,Other,2022-04-01,True,7731.54,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2021-07,2021,2.376457092915278,0
DON00106,D0508,CAMP024,2020-09-01,3882.31,Online,Failed,Michael,Taylor,murrayjoshua@poole.org,Female,2022-07-09,False,4866.17,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2020-09,2020,4.133194932396465,0
DON00107,D0830,CAMP005,2021-09-28,2106.23,Credit Card,Refunded,Karen,Alexander,mnavarro@yahoo.com,Female,2023-02-20,True,9738.16,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2021-09,2021,1.1109862750683082,0
DON00108,D0865,CAMP007,2022-12-11,4686.31,Credit Card,Completed,Noah,Potts,collin94@smith-tucker.info,Other,2021-07-07,True,3396.24,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2022-12,2022,7.807653860251242,1
DON00109,D0637,CAMP002,2023-03-20,921.65,Cash,Refunded,Amber,Johnson,merrittmary@rhodes.com,Other,2024-03-31,False,9804.7,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2023-03,2023,0.4678331404438489,0
DON00110,D0424,CAMP014,2024-10-04,2761.89,Cash,Completed,Carl,Kelley,stephaniebryant@yahoo.com,Male,2020-10-28,False,2481.03,Silver,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2024-10,2024,3.0173048560659854,1
DON00111,D0854,CAMP025,2021-08-21,4974.36,Check,Refunded,Melissa,Espinoza,cwilson@yahoo.com,Other,2022-04-18,False,1010.66,Silver,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2021-08,2021,2.251361173845548,0
DON00112,D0849,CAMP001,2020-10-18,1994.06,Check,Completed,Juan,Boone,james32@smith.org,Other,2025-02-20,True,8196.4,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2020-10,2020,0.9163457561692937,1
DON00113,D0304,CAMP018,2021-05-03,138.76,Online,Completed,Paul,Allen,lewistravis@allen.com,Other,2024-03-26,True,451.99,Bronze,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2021-05,2021,0.5084460078414129,1
DON00114,D0622,CAMP005,2022-06-21,3196.09,Online,Failed,Alexis,Rogers,ellisreginald@schultz.com,Other,2024-09-10,True,4559.61,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2022-06,2022,1.6858615269382113,0
DON00115,D0831,CAMP017,2023-05-22,1991.59,Online,Failed,Edward,Schneider,tacevedo@holloway-hanna.com,Female,2021-06-06,False,1655.11,Silver,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2023-05,2023,2.2965487021597997,0
DON00116,D0791,CAMP009,2021-09-20,3294.3,Credit Card,Refunded,Lisa,Stewart,gphillips@yahoo.com,Other,2024-09-23,True,7035.74,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2021-09,2021,5.634749589490969,0
DON00117,D0887,CAMP005,2021-07-27,457.5,Credit Card,Refunded,Nicholas,Lewis,anthonyrobinson@gmail.com,Other,2020-08-30,False,8535.77,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2021-07,2021,0.24132037851694782,0
DON00118,D0630,CAMP021,2023-09-12,4582.05,Cash,Failed,Jared,Mitchell,westkatie@gmail.com,Female,2021-11-17,False,1225.16,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-09,2023,1.8544052774292767,0
DON00119,D0644,CAMP010,2022-09-16,4812.55,Credit Card,Completed,Miranda,Brown,huntautumn@delacruz-perry.org,Male,2023-02-06,True,7155.92,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2022-09,2022,2.798270759319235,1
DON00120,D0798,CAMP015,2024-01-30,3722.43,Check,Completed,Mandy,Arnold,brianscott@perry-pittman.org,Female,2023-10-09,False,8466.46,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2024-01,2024,2.2012146084159236,1
DON00121,D0033,CAMP023,2021-09-10,3441.16,Cash,Refunded,Rebekah,Clark,josephcook@cisneros-martin.com,Female,2022-10-22,False,2932.71,Silver,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2021-09,2021,8.194213596856768,0
DON00122,D0385,CAMP014,2022-08-12,4022.79,Cash,Failed,Ricky,Martin,nancyrodriguez@mendez-hoffman.info,Male,2024-09-01,False,8303.95,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2022-08,2022,4.394810728136778,0
DON00123,D0330,CAMP006,2020-06-14,3304.14,Cash,Refunded,Christopher,Gilbert,lindablair@hotmail.com,Other,2021-04-07,True,1574.5,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2020-06,2020,7.556638078902229,0
DON00124,D0198,CAMP013,2025-04-24,67.9,Credit Card,Refunded,Ronald,Henderson,kristenthomas@gmail.com,Other,2022-03-17,False,8198.93,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2025-04,2025,0.04700295585598682,0
DON00125,D0611,CAMP023,2024-09-20,3484.79,Check,Failed,Bruce,Dalton,matthew78@carson.info,Female,2020-10-06,True,9629.24,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2024-09,2024,8.298106917490177,0
DON00126,D0762,CAMP024,2020-07-14,2595.05,Check,Failed,Walter,Pace,timothy67@garcia.com,Other,2024-11-20,False,9052.18,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2020-07,2020,2.7627488555307145,0
DON00127,D0053,CAMP023,2024-08-05,4118.41,Online,Failed,Teresa,Douglas,kberry@hotmail.com,Female,2024-04-15,True,2873.91,Silver,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2024-08,2024,9.806905583998095,0
DON00128,D0459,CAMP001,2024-12-11,1826.44,Online,Failed,Amber,Browning,fhendrix@lopez-welch.com,Female,2025-05-26,False,9895.06,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-12,2024,0.8393180460456781,0
DON00129,D0126,CAMP008,2024-08-13,698.43,Cash,Completed,Vincent,Butler,johnnysmith@gmail.com,Male,2020-05-26,True,2200.54,Silver,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2024-08,2024,0.3246971204358862,1
DON00130,D0311,CAMP002,2021-06-17,422.95,Cash,Completed,Kyle,Lara,fbrown@gmail.com,Female,2022-11-09,True,1589.65,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2021-06,2021,0.21469107226249215,1
DON00131,D0843,CAMP002,2022-06-21,4268.59,Online,Refunded,Renee,Krueger,jared85@yahoo.com,Female,2020-12-11,False,5191.1,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2022-06,2022,2.166752959330775,0
DON00132,D0979,CAMP019,2021-01-15,1921.95,Cash,Completed,Brandon,Stuart,carol64@miller.com,Other,2020-10-26,False,8297.02,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2021-01,2021,2.8569411205089708,1
DON00133,D0759,CAMP006,2020-12-24,1967.13,Cash,Failed,Jaclyn,Arias,erikacasey@simpson.com,Female,2023-12-29,True,4962.97,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2020-12,2020,4.498867924528302,0
DON00134,D0871,CAMP019,2024-09-13,4805.22,Check,Failed,Janice,Lam,annabennett@hamilton-phillips.com,Male,2022-05-26,True,8174.55,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2024-09,2024,7.142865637031201,0
DON00135,D0396,CAMP013,2021-11-16,4576.67,Online,Failed,Hector,Williams,daniel31@anderson-vazquez.org,Other,2024-05-18,True,1918.84,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2021-11,2021,3.1681445946600766,0
DON00136,D0462,CAMP010,2021-02-07,46.96,Credit Card,Completed,Chase,Simmons,cherylrodriguez@gmail.com,Male,2021-03-29,True,2115.13,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2021-02,2021,0.027305024333800436,1
DON00137,D0257,CAMP006,2020-06-21,1462.92,Credit Card,Refunded,Michael,Jackson,chelseaestrada@hotmail.com,Other,2024-06-18,True,2687.5,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2020-06,2020,3.345728987993139,0
DON00138,D0205,CAMP005,2021-07-20,4058.15,Credit Card,Failed,Andrea,Richardson,wilsonlaura@mathis.com,Female,2023-04-29,False,784.0,Bronze,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2021-07,2021,2.140577691974977,0
DON00139,D0512,CAMP021,2021-01-08,1232.73,Credit Card,Completed,Allison,Williams,mcdonaldnicholas@ramsey.org,Male,2020-10-28,False,2035.2,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2021-01,2021,0.4988991865312234,1
DON00140,D0251,CAMP015,2024-12-05,587.23,Online,Failed,Stacey,Hicks,youngcheryl@yahoo.com,Other,2023-05-14,False,4500.49,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2024-12,2024,0.3472514606050571,0
DON00141,D0804,CAMP023,2021-10-29,3754.84,Credit Card,Completed,Thomas,Hunt,nathan44@gmail.com,Other,2024-01-08,True,9924.94,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2021-10,2021,8.941159661864507,1
DON00142,D0821,CAMP022,2024-02-22,2432.12,Online,Failed,David,Sheppard,williamstyrone@hotmail.com,Other,2023-05-11,True,1112.25,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2024-02,2024,1.4181953887599565,0
DON00143,D0385,CAMP009,2024-03-05,728.13,Cash,Refunded,Ricky,Martin,nancyrodriguez@mendez-hoffman.info,Male,2024-09-01,False,8303.95,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2024-03,2024,1.2454330870279147,0
DON00144,D0513,CAMP008,2021-02-04,1012.36,Online,Completed,Morgan,Knox,johnbryan@yahoo.com,Other,2023-06-10,True,9685.72,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2021-02,2021,0.47064183503640133,1
DON00145,D0091,CAMP008,2022-06-07,4406.51,Online,Failed,Holly,Barnes,jenniferjohnson@hotmail.com,Male,2022-04-14,True,7069.1,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-06,2022,2.0485676562746975,0
DON00146,D0898,CAMP001,2020-10-16,4499.39,Credit Card,Failed,Johnny,Smith,jessicamorales@hotmail.com,Female,2024-06-11,True,7838.94,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2020-10,2020,2.0676393548090624,0
DON00147,D0022,CAMP004,2022-09-09,1124.45,Check,Failed,Antonio,Williams,usanchez@hughes.info,Male,2021-01-27,False,8460.21,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2022-09,2022,0.45676670349668536,0
DON00148,D0667,CAMP001,2021-12-15,2440.48,Credit Card,Completed,Shane,Henderson,michael52@hotmail.com,Male,2021-10-03,True,8012.65,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2021-12,2021,1.1214925784660632,1
DON00149,D0332,CAMP021,2020-06-05,3254.48,Online,Failed,Marcus,Green,katiewilliams@ruiz.info,Male,2023-06-18,True,3823.71,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2020-06,2020,1.317123315391153,0
DON00150,D0457,CAMP001,2023-07-05,1360.51,Credit Card,Refunded,Kelli,Parker,plowe@hotmail.com,Female,2022-09-22,False,830.29,Bronze,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2023-07,2023,0.6252056431230182,0
DON00151,D0332,CAMP002,2021-08-20,4019.41,Check,Refunded,Marcus,Green,katiewilliams@ruiz.info,Male,2023-06-18,True,3823.71,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2021-08,2021,2.040268217904205,0
DON00152,D0997,CAMP022,2024-03-09,1889.03,Online,Failed,Annette,Calderon,fritter@powell.com,Female,2022-05-06,True,653.73,Bronze,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2024-03,2024,1.1015137555832857,0
DON00153,D0117,CAMP017,2023-02-17,1673.92,Online,Failed,Jill,Walker,colemansusan@gmail.com,Other,2020-08-18,True,7707.18,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2023-02,2023,1.930236044326057,0
DON00154,D0239,CAMP008,2022-05-26,3844.39,Check,Refunded,Kyle,Warner,laceydeleon@yahoo.com,Other,2021-09-17,False,9455.0,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-05,2022,1.7872404719621389,0
DON00155,D0627,CAMP016,2021-03-15,1975.97,Check,Refunded,Sarah,Murray,kpalmer@hotmail.com,Other,2024-04-04,False,4742.58,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2021-03,2021,1.1193394890386903,0
DON00156,D0102,CAMP012,2024-12-09,2532.27,Check,Completed,Stephanie,Anderson,laurajohnson@travis.org,Male,2022-02-19,True,4534.88,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2024-12,2024,5.740286530353176,1
DON00157,D0741,CAMP019,2023-11-04,549.14,Online,Completed,Todd,Gutierrez,achapman@gmail.com,Other,2024-12-28,True,8408.54,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-11,2023,0.8162858799221083,1
DON00158,D0634,CAMP009,2024-09-28,1028.09,Cash,Failed,Gerald,Santiago,kimproctor@gmail.com,Other,2022-09-16,False,2342.22,Silver,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2024-09,2024,1.7585009578544057,0
DON00159,D0540,CAMP025,2022-05-27,3755.2,Online,Completed,Daniel,Wade,bridgetdavis@lawrence-torres.net,Female,2024-06-13,True,308.27,Bronze,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2022-05,2022,1.699577730607516,1
DON00160,D0882,CAMP008,2022-02-17,1353.46,Credit Card,Failed,Hayley,Williams,williamsnicole@yahoo.com,Male,2021-05-09,True,7617.4,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-02,2022,0.6292177664549842,0
DON00161,D0675,CAMP007,2021-02-22,603.4,Cash,Refunded,Jonathan,Moore,erin28@hotmail.com,Female,2024-11-14,True,6392.12,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2021-02,2021,1.0052980573789612,0
DON00162,D0904,CAMP003,2024-05-14,2911.76,Credit Card,Failed,James,Dyer,markhunter@huff.com,Other,2024-08-04,False,3955.44,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2024-05,2024,6.136609833716201,0
DON00163,D0374,CAMP019,2024-10-02,3367.88,Check,Refunded,David,Lopez,ahardin@palmer.info,Male,2024-11-30,False,3829.18,Silver,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2024-10,2024,5.006287812346707,0
DON00164,D0214,CAMP003,2022-05-28,4030.39,Check,Failed,Barbara,Lee,toddgay@hotmail.com,Male,2021-03-11,False,4015.51,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2022-05,2022,8.49415161541866,0
DON00165,D0359,CAMP004,2021-12-03,2539.24,Online,Failed,Alicia,Moore,rebecca79@campbell-bautista.com,Female,2021-11-11,False,3034.13,Silver,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2021-12,2021,1.0314734173924347,0
DON00166,D0662,CAMP012,2021-06-22,469.77,Cash,Refunded,Brandy,Ingram,garciaaustin@hotmail.com,Female,2022-03-02,True,4354.92,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2021-06,2021,1.0649000317359567,0
DON00167,D0358,CAMP004,2021-02-17,747.28,Credit Card,Refunded,Derek,Bradley,bethoneal@reeves.org,Female,2021-09-28,True,2096.25,Silver,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2021-02,2021,0.30355518003379695,0
DON00168,D0638,CAMP016,2024-01-28,675.91,Credit Card,Completed,Kevin,Chavez,shannonstrong@walker.com,Male,2024-03-19,True,3777.91,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2024-01,2024,0.38288676145697614,1
DON00169,D0017,CAMP019,2023-12-10,1201.78,Credit Card,Completed,Tommy,Scott,jennifer45@yahoo.com,Female,2022-03-16,False,9362.16,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-12,2023,1.7864224874764019,1
DON00170,D0277,CAMP021,2023-06-29,2338.02,Cash,Refunded,Lisa,Weaver,cjohns@james.com,Other,2023-04-02,True,882.88,Bronze,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-06,2023,0.9462220243635923,0
DON00171,D0936,CAMP008,2020-12-20,3548.43,Online,Completed,Jessica,Price,michael52@hotmail.com,Other,2023-02-26,True,3134.63,Silver,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2020-12,2020,1.6496499335199113,1
DON00172,D0196,CAMP020,2024-08-28,3502.88,Online,Completed,Matthew,Perez,robinalexander@hotmail.com,Male,2020-08-02,True,2742.34,Silver,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2024-08,2024,1.631431871530236,1
DON00173,D0399,CAMP022,2020-09-22,3545.05,Cash,Refunded,Amanda,Hayes,ramossean@hotmail.com,Male,2021-09-09,True,3142.64,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2020-09,2020,2.06715686846187,0
DON00174,D0999,CAMP004,2020-12-17,3406.3,Cash,Completed,Carl,Phillips,joseph56@gmail.com,Other,2020-09-08,True,5299.01,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2020-12,2020,1.3836848433640974,1
DON00175,D0142,CAMP018,2021-03-03,2174.64,Check,Failed,John,Brown,wbush@terry.org,Female,2024-10-17,True,5484.98,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2021-03,2021,7.968341211388369,0
DON00176,D0094,CAMP005,2023-08-03,439.33,Online,Failed,David,Roach,delgadocharles@howell-spence.com,Other,2021-09-05,True,7583.41,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2023-08,2023,0.23173613528710532,0
DON00177,D0725,CAMP024,2022-10-03,1618.45,Credit Card,Completed,William,Frazier,juan93@yahoo.com,Female,2021-12-02,False,2029.79,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2022-10,2022,1.723038432875546,1
DON00178,D0797,CAMP002,2020-11-08,3022.97,Online,Refunded,Anthony,Ochoa,shawngalloway@walters-harrison.com,Male,2024-07-18,True,4126.09,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2020-11,2020,1.5344713812917503,0
